booking_id,room_id,price_at_booking,number_of_rooms
408,2,134.0,1
409,2,91.5,1
410,3,132.44,1
411,3,106.9,1
412,3,131.86,1
413,7,216.13,1
414,2,107.0,1
415,2,107.0,1
416,2,107.0,1
417,2,107.0,1
418,2,107.0,1
419,5,190.33,1
420,2,107.0,1
421,2,94.0,1
422,2,0.0,1
423,2,98.75,1
424,2,148.23,1
425,2,94.0,1
426,2,107.0,1
427,2,107.0,1
428,2,148.23,1
429,2,0.0,1
430,2,107.0,1
431,2,107.0,1
432,2,107.0,1
433,2,107.0,1
434,2,98.75,1
435,5,195.0,1
436,2,120.6,1
437,6,123.2,1
438,2,112.0,1
439,6,123.2,1
440,1,169.0,1
441,7,198.0,1
442,2,103.5,1
443,2,135.6,1
444,2,103.5,1
445,3,184.0,1
446,2,134.0,1
447,2,147.0,1
448,2,151.33,1
449,2,121.33,1
450,3,150.2,1
451,4,139.0,1
452,3,150.2,1
453,2,75.44,1
454,3,135.0,1
455,2,166.0,1
456,3,135.0,1
457,2,130.0,1
458,2,96.3,1
459,4,160.0,1
460,2,0.0,1
461,2,127.25,1
462,4,164.0,1
463,3,144.5,1
464,2,112.0,1
465,2,134.0,1
466,2,127.25,1
467,2,155.5,1
468,2,110.5,1
469,3,144.5,1
470,3,144.5,1
471,3,123.0,1
472,2,120.6,1
473,2,107.6,1
474,2,120.6,1
475,2,107.0,1
476,2,133.75,1
477,2,103.5,1
478,2,84.8,1
479,2,107.0,1
480,2,107.0,1
481,2,84.8,1
482,2,107.0,1
483,5,195.0,1
484,4,164.0,1
485,5,195.0,1
486,2,125.0,1
487,5,195.0,1
488,2,132.3,1
489,4,145.0,1
490,2,92.0,1
491,2,132.3,1
492,2,147.0,1
493,3,167.0,1
494,7,210.0,1
495,6,194.9,1
496,2,103.5,1
497,2,118.5,1
498,4,192.0,1
499,3,128.27,1
500,3,135.0,1
501,2,126.3,1
502,3,154.0,1
503,2,96.3,1
504,2,126.3,1
505,8,136.0,1
506,2,118.5,1
507,2,116.33,1
508,2,164.0,1
509,3,147.67,1
510,4,145.0,1
511,2,147.0,1
512,1,168.3,1
513,3,167.0,1
514,4,137.75,1
515,4,145.0,1
516,2,132.6,1
517,2,147.0,1
518,4,157.0,1
519,7,210.0,1
520,4,132.5,1
521,2,98.02,1
522,1,126.0,1
523,3,173.0,1
524,1,249.0,1
525,5,186.5,1
526,3,95.0,1
527,3,241.5,1
528,4,177.0,1
529,2,153.73,1
530,2,115.0,1
531,3,127.03,1
532,3,128.25,1
533,3,128.25,1
534,2,115.0,1
535,2,135.0,1
536,3,167.0,1
537,2,135.0,1
538,2,124.5,1
539,2,98.0,1
540,2,98.0,1
541,3,135.0,1
542,2,88.2,1
543,2,120.6,1
544,4,154.5,1
545,4,145.0,1
546,2,92.0,1
547,3,154.0,1
548,2,115.0,1
549,3,110.53,1
550,4,158.5,1
551,1,131.37,1
552,2,117.71,1
553,3,123.0,1
554,4,158.5,1
555,2,117.84,1
556,3,154.0,1
557,3,116.85,1
558,2,129.16,1
559,5,214.0,1
560,2,115.0,1
561,3,123.0,1
562,3,123.0,1
563,5,195.0,1
564,1,135.2,1
565,3,123.0,1
566,4,130.5,1
567,2,123.0,1
568,5,179.1,1
569,2,0.0,1
570,2,0.0,1
571,2,115.0,1
572,2,115.0,1
573,2,103.5,1
574,2,157.0,1
575,3,135.0,1
576,4,111.65,1
577,3,135.0,1
578,5,195.0,1
579,2,104.0,1
580,3,135.0,1
581,5,214.0,1
582,2,133.17,1
583,3,141.33,1
584,4,121.01,1
585,6,240.64,1
586,1,167.5,1
587,2,152.43,1
588,2,148.34,1
589,3,167.0,1
590,2,172.93,1
591,5,179.1,1
592,6,192.5,1
593,2,92.0,1
594,3,111.2,1
595,3,141.6,1
596,3,141.6,1
597,3,141.6,1
598,2,200.0,1
599,2,200.0,1
600,4,157.0,1
601,2,99.5,1
602,2,115.0,1
603,5,195.0,1
604,2,103.5,1
605,5,207.0,1
606,2,163.33,1
607,4,151.86,1
608,2,95.57,1
609,2,112.05,1
610,4,160.0,1
611,2,103.18,1
612,4,153.0,1
613,2,119.75,1
614,3,135.0,1
615,3,167.69,1
616,5,195.0,1
617,3,135.0,1
618,3,178.4,1
619,1,0.0,1
620,3,0.0,1
621,3,154.0,1
622,1,134.0,1
623,2,112.0,1
624,4,194.0,1
625,2,153.0,1
626,3,135.0,1
627,3,184.0,1
628,7,210.0,1
629,4,139.0,1
630,3,101.46,1
631,4,145.0,1
632,3,173.0,1
633,3,217.05,1
634,4,164.0,1
635,3,173.0,1
636,2,112.5,1
637,2,153.0,1
638,3,173.0,1
639,2,153.0,1
640,2,134.0,1
641,2,153.0,1
642,5,233.0,1
643,3,154.0,1
644,3,173.0,1
645,3,135.0,1
646,4,132.5,1
647,7,222.67,1
648,3,135.0,1
649,2,107.0,1
650,2,127.0,1
651,3,135.0,1
652,2,149.7,1
653,2,161.25,1
654,2,107.0,1
655,2,75.44,1
656,2,75.44,1
657,2,115.0,1
658,2,159.2,1
659,2,163.29,1
660,7,210.0,1
661,3,154.0,1
662,2,166.0,1
663,4,132.5,1
664,2,107.0,1
665,2,121.98,1
666,3,0.0,1
667,2,133.0,1
668,2,107.0,1
669,2,117.81,1
670,2,107.0,1
671,2,120.6,1
672,3,147.0,1
673,2,153.0,1
674,2,153.0,1
675,2,134.0,1
676,2,153.0,1
677,2,118.0,1
678,2,134.0,1
679,2,135.0,1
680,3,158.77,1
681,2,134.0,1
682,2,134.0,1
683,1,142.03,1
684,5,240.0,1
685,2,134.0,1
686,2,134.0,1
687,2,147.0,1
688,4,176.0,1
689,2,120.6,1
690,2,166.0,1
691,2,134.0,1
692,2,147.0,1
693,3,167.0,1
694,2,107.2,1
695,2,131.63,1
696,4,233.05,1
697,2,90.12,1
698,2,120.6,1
699,2,125.0,1
700,3,154.0,1
701,2,120.6,1
702,3,114.25,1
703,2,107.0,1
704,2,88.55,1
705,2,149.0,1
706,5,195.0,1
707,4,164.0,1
708,3,154.0,1
709,2,120.6,1
710,2,103.5,1
711,2,115.0,1
712,2,95.02,1
713,4,132.5,1
714,4,209.0,1
715,2,95.02,1
716,4,132.5,1
717,1,180.0,1
718,2,103.18,1
719,4,174.01,1
720,2,133.0,1
721,2,133.0,1
722,2,107.2,1
723,2,0.0,1
724,7,210.0,1
725,4,145.0,1
726,5,195.0,1
727,2,124.2,1
728,3,167.0,1
729,4,145.0,1
730,2,166.0,1
731,2,115.0,1
732,2,166.0,1
733,2,120.6,1
734,6,162.0,1
735,2,153.0,1
736,2,133.2,1
737,2,134.0,1
738,2,107.0,1
739,3,145.0,1
740,2,145.0,1
741,2,107.0,1
742,6,167.2,1
743,2,134.0,1
744,2,130.0,1
745,4,164.0,1
746,3,149.0,1
747,3,154.0,1
748,5,195.0,1
749,2,134.0,1
750,2,107.2,1
751,2,164.0,1
752,2,183.45,1
753,2,159.6,1
754,2,120.6,1
755,4,164.0,1
756,5,219.43,1
757,2,134.0,1
758,4,164.0,1
759,2,107.2,1
760,3,102.72,1
761,3,114.85,1
762,3,114.85,1
763,3,135.0,1
764,5,195.0,1
765,3,173.0,1
766,2,107.0,1
767,2,107.0,1
768,6,164.0,1
769,3,138.8,1
770,3,154.0,1
771,3,135.0,1
772,2,103.18,1
773,3,115.5,1
774,2,90.95,1
775,3,0.0,1
776,2,108.54,1
777,2,146.0,1
778,3,165.4,1
779,2,134.0,1
780,2,133.0,1
781,7,240.0,1
782,2,157.0,1
783,7,188.0,1
784,2,133.0,1
785,2,145.0,1
786,2,134.0,1
787,2,134.0,1
788,3,186.0,1
789,2,90.95,1
790,6,141.65,1
791,3,99.24,1
792,2,108.06,1
793,2,90.95,1
794,2,148.63,1
795,3,173.0,1
796,2,107.0,1
797,2,114.0,1
798,2,153.0,1
799,2,153.0,1
800,5,250.33,1
801,2,146.67,1
802,3,154.0,1
803,2,120.6,1
804,1,280.74,1
805,2,193.0,1
806,2,146.67,1
807,3,154.0,1
808,4,154.5,1
809,2,120.6,1
810,2,137.8,1
811,4,160.0,1
812,3,125.89,1
813,3,125.89,1
814,3,126.71,1
815,2,0.0,1
816,4,0.0,1
817,6,188.0,1
818,2,153.0,1
819,3,173.0,1
820,3,173.0,1
821,2,120.0,1
822,2,154.8,1
823,3,192.0,1
824,2,153.0,1
825,2,120.6,1
826,3,192.0,1
827,2,120.6,1
828,4,164.0,1
829,7,219.5,1
830,2,192.5,1
831,2,149.7,1
832,2,111.92,1
833,2,120.6,1
834,2,149.7,1
835,3,173.0,1
836,2,112.0,1
837,2,57.6,1
838,5,214.0,1
839,2,172.0,1
840,3,157.8,1
841,4,170.33,1
842,4,119.25,1
843,2,96.3,1
844,2,118.06,1
845,2,118.06,1
846,3,154.0,1
847,6,202.0,1
848,2,134.0,1
849,6,202.0,1
850,5,252.0,1
851,5,233.0,1
852,3,211.0,1
853,3,211.0,1
854,1,237.0,1
855,2,188.29,1
856,2,120.6,1
857,1,177.14,1
858,5,222.14,1
859,2,127.82,1
860,3,194.14,1
861,2,120.6,1
862,2,144.53,1
863,4,185.0,1
864,2,96.3,1
865,3,193.13,1
866,4,210.78,1
867,1,169.0,1
868,3,174.7,1
869,1,135.53,1
870,2,172.0,1
871,2,144.0,1
872,2,162.5,1
873,4,209.6,1
874,4,209.6,1
875,4,195.5,1
876,2,186.0,1
877,3,163.5,1
878,2,180.28,1
879,1,174.76,1
880,3,116.85,1
881,2,159.0,1
882,3,104.55,1
883,1,0.0,1
884,1,144.76,1
885,3,205.0,1
886,3,123.0,1
887,3,173.0,1
888,1,220.55,1
889,3,162.14,1
890,2,119.7,1
891,4,77.54,1
892,2,120.6,1
893,2,153.0,1
894,2,0.0,1
895,3,0.0,1
896,2,172.0,1
897,6,221.0,1
898,2,153.0,1
899,1,230.5,1
900,1,230.5,1
901,3,211.0,1
902,3,241.0,1
903,3,211.0,1
904,2,90.95,1
905,2,188.29,1
906,2,90.95,1
907,3,187.8,1
908,3,0.0,1
909,3,0.0,1
910,3,172.0,1
911,2,171.9,1
912,8,200.0,1
913,2,149.4,1
914,3,154.0,1
915,2,148.25,1
916,2,172.0,1
917,4,183.0,1
918,3,242.6,1
919,2,172.0,1
920,2,168.71,1
921,2,166.0,1
922,2,112.0,1
923,2,172.0,1
924,2,120.6,1
925,4,126.0,1
926,5,268.0,1
927,4,173.0,1
928,3,149.2,1
929,2,217.2,1
930,3,239.3,1
931,2,181.5,1
932,3,154.0,1
933,3,173.0,1
934,5,181.9,1
935,4,0.0,1
936,2,114.0,1
937,7,267.0,1
938,3,226.0,1
939,3,173.0,1
940,3,211.0,1
941,2,191.0,1
942,3,173.0,1
943,4,173.0,1
944,5,277.5,1
945,2,134.0,1
946,2,153.0,1
947,3,186.0,1
948,2,107.2,1
949,4,221.0,1
950,2,202.0,1
951,1,169.0,1
952,1,133.5,1
953,2,154.38,1
954,2,154.38,1
955,3,205.0,1
956,2,121.39,1
957,2,171.9,1
958,4,164.0,1
959,2,134.0,1
960,5,250.0,1
961,4,208.0,1
962,1,181.0,1
963,2,172.0,1
964,3,157.59,1
965,2,211.75,1
966,5,246.0,1
967,2,108.54,1
968,3,186.0,1
969,3,205.0,1
970,3,154.0,1
971,2,200.71,1
972,5,252.0,1
973,1,135.2,1
974,1,276.43,1
975,6,228.0,1
976,2,133.0,1
977,3,205.0,1
978,2,134.0,1
979,2,119.7,1
980,2,90.95,1
981,2,138.0,1
982,2,134.0,1
983,4,173.0,1
984,3,165.69,1
985,5,195.0,1
986,2,127.31,1
987,3,134.0,1
988,3,207.0,1
989,4,211.5,1
990,4,210.33,1
991,3,211.0,1
992,3,154.0,1
993,2,145.4,1
994,2,101.25,1
995,3,179.38,1
996,2,166.0,1
997,4,202.0,1
998,2,172.0,1
999,1,277.0,1
1000,2,104.0,1
1001,2,133.0,1
1002,5,214.0,1
1003,2,130.0,1
1004,3,154.0,1
1005,2,106.4,1
1006,2,133.0,1
1007,2,120.0,1
1008,3,0.0,1
1009,4,254.0,1
1010,3,192.0,1
1011,4,221.0,1
1012,2,120.6,1
1013,2,211.0,1
1014,4,147.6,1
1015,3,129.0,1
1016,3,205.0,1
1017,2,147.07,1
1018,2,107.2,1
1019,5,179.1,1
1020,6,164.65,1
1021,3,200.0,1
1022,2,134.0,1
1023,5,233.0,1
1024,7,190.0,1
1025,4,196.0,1
1026,2,185.57,1
1027,6,175.0,1
1028,6,175.0,1
1029,3,169.0,1
1030,4,0.0,1
1031,2,0.0,1
1032,2,134.0,1
1033,3,211.0,1
1034,2,134.0,1
1035,2,120.6,1
1036,2,120.6,1
1037,2,112.5,1
1038,4,164.0,1
1039,2,120.6,1
1040,3,154.0,1
1041,1,207.0,1
1042,5,214.0,1
1043,3,186.0,1
1044,3,154.0,1
1045,2,162.3,1
1046,3,186.0,1
1047,3,241.0,1
1048,3,274.93,1
1049,2,156.73,1
1050,2,156.73,1
1051,2,134.0,1
1052,2,134.0,1
1053,3,211.0,1
1054,4,200.7,1
1055,3,142.26,1
1056,4,196.0,1
1057,1,129.41,1
1058,2,98.02,1
1059,2,120.6,1
1060,2,191.0,1
1061,4,191.0,1
1062,5,252.0,1
1063,2,157.08,1
1064,5,258.33,1
1065,3,211.0,1
1066,3,211.0,1
1067,3,133.21,1
1068,4,173.5,1
1069,2,90.95,1
1070,2,90.95,1
1071,2,90.95,1
1072,2,134.0,1
1073,2,120.6,1
1074,2,172.0,1
1075,4,184.45,1
1076,2,158.0,1
1077,4,184.45,1
1078,2,120.6,1
1079,2,114.14,1
1080,3,168.8,1
1081,2,178.33,1
1082,1,255.0,1
1083,2,178.33,1
1084,4,196.0,1
1085,2,87.91,1
1086,4,211.0,1
1087,2,187.2,1
1088,3,154.0,1
1089,3,243.0,1
1090,3,222.2,1
1091,3,243.0,1
1092,2,178.2,1
1093,2,107.2,1
1094,3,0.0,1
1095,5,203.0,1
1096,2,173.0,1
1097,3,172.0,1
1098,2,120.6,1
1099,3,172.0,1
1100,2,266.4,1
1101,4,236.0,1
1102,5,271.0,1
1103,4,232.0,1
1104,2,223.0,1
1105,2,178.67,1
1106,2,133.0,1
1107,3,195.5,1
1108,2,167.25,1
1109,6,209.0,1
1110,3,166.0,1
1111,3,195.8,1
1112,3,229.0,1
1113,1,160.0,1
1114,4,266.0,1
1115,2,96.3,1
1116,2,107.0,1
1117,1,262.0,1
1118,3,182.5,1
1119,3,157.0,1
1120,3,234.0,1
1121,5,242.5,1
1122,3,157.0,1
1123,2,158.4,1
1124,4,208.0,1
1125,2,183.45,1
1126,2,131.2,1
1127,2,133.0,1
1128,2,135.0,1
1129,2,133.0,1
1130,3,248.0,1
1131,2,209.2,1
1132,2,107.0,1
1133,3,299.33,1
1134,2,156.45,1
1135,2,135.0,1
1136,3,149.0,1
1137,2,107.0,1
1138,2,135.0,1
1139,2,135.0,1
1140,2,145.75,1
1141,2,132.6,1
1142,3,200.71,1
1143,4,198.71,1
1144,1,218.0,1
1145,2,101.65,1
1146,3,186.0,1
1147,1,160.0,1
1148,3,188.71,1
1149,2,107.0,1
1150,4,181.94,1
1151,2,172.0,1
1152,2,172.0,1
1153,4,185.0,1
1154,2,172.0,1
1155,2,172.0,1
1156,4,184.45,1
1157,2,195.0,1
1158,2,172.0,1
1159,2,172.0,1
1160,2,153.0,1
1161,4,184.45,1
1162,4,184.45,1
1163,4,185.0,1
1164,2,108.54,1
1165,3,154.0,1
1166,4,248.0,1
1167,2,150.53,1
1168,2,150.53,1
1169,3,154.0,1
1170,3,223.99,1
1171,3,154.0,1
1172,3,154.0,1
1173,3,154.0,1
1174,5,214.0,1
1175,2,96.3,1
1176,1,175.79,1
1177,2,134.0,1
1178,2,134.0,1
1179,4,183.0,1
1180,2,149.4,1
1181,2,165.11,1
1182,2,209.4,1
1183,2,134.0,1
1184,4,225.9,1
1185,2,131.1,1
1186,2,134.0,1
1187,2,187.0,1
1188,2,133.0,1
1189,2,101.65,1
1190,2,133.0,1
1191,2,120.0,1
1192,2,133.0,1
1193,2,133.0,1
1194,2,133.0,1
1195,2,134.0,1
1196,2,87.9,1
1197,2,202.0,1
1198,4,213.0,1
1199,4,172.55,1
1200,2,172.0,1
1201,2,172.0,1
1202,4,213.0,1
1203,4,179.0,1
1204,4,236.0,1
1205,1,229.67,1
1206,3,135.2,1
1207,1,121.5,1
1208,2,96.3,1
1209,2,96.3,1
1210,2,120.6,1
1211,3,176.64,1
1212,1,179.86,1
1213,2,187.0,1
1214,2,134.0,1
1215,3,239.5,1
1216,3,0.0,1
1217,2,153.0,1
1218,2,166.0,1
1219,3,186.25,1
1220,3,192.0,1
1221,2,120.6,1
1222,2,220.4,1
1223,3,241.0,1
1224,3,241.0,1
1225,3,211.0,1
1226,2,134.0,1
1227,3,241.0,1
1228,3,8.0,1
1229,4,196.0,1
1230,3,198.0,1
1231,2,0.0,1
1232,4,158.5,1
1233,2,0.0,1
1234,5,200.0,1
1235,2,107.0,1
1236,1,163.23,1
1237,2,222.07,1
1238,7,229.0,1
1239,2,133.0,1
1240,4,164.0,1
1241,3,176.8,1
1242,2,134.0,1
1243,2,163.35,1
1244,2,171.9,1
1245,2,171.9,1
1246,3,213.5,1
1247,2,125.0,1
1248,2,178.33,1
1249,2,176.75,1
1250,3,123.0,1
1251,2,134.0,1
1252,2,146.0,1
1253,3,192.0,1
1254,2,183.0,1
1255,2,236.0,1
1256,2,191.0,1
1257,2,178.33,1
1258,3,248.0,1
1259,3,188.71,1
1260,2,123.04,1
1261,3,260.71,1
1262,3,222.0,1
1263,2,174.71,1
1264,2,118.7,1
1265,3,116.85,1
1266,6,129.55,1
1267,2,172.0,1
1268,2,172.0,1
1269,4,164.0,1
1270,2,179.83,1
1271,2,172.0,1
1272,3,160.43,1
1273,3,149.0,1
1274,2,134.0,1
1275,3,146.3,1
1276,2,161.26,1
1277,2,195.45,1
1278,2,133.0,1
1279,3,186.25,1
1280,3,162.29,1
1281,7,221.43,1
1282,2,177.57,1
1283,2,133.0,1
1284,2,178.0,1
1285,3,146.3,1
1286,3,218.5,1
1287,3,151.89,1
1288,3,148.3,1
1289,2,96.3,1
1290,2,166.0,1
1291,2,96.3,1
1292,2,149.0,1
1293,2,151.95,1
1294,3,191.67,1
1295,1,211.0,1
1296,2,149.4,1
1297,4,201.0,1
1298,3,211.0,1
1299,7,259.0,1
1300,2,164.4,1
1301,2,134.0,1
1302,2,134.0,1
1303,7,229.0,1
1304,1,199.0,1
1305,2,112.5,1
1306,4,194.0,1
1307,2,149.4,1
1308,3,155.77,1
1309,2,131.7,1
1310,2,174.71,1
1311,2,101.65,1
1312,4,206.0,1
1313,2,134.0,1
1314,3,201.5,1
1315,2,134.0,1
1316,2,138.79,1
1317,2,122.0,1
1318,1,113.47,1
1319,2,99.5,1
1320,2,153.0,1
1321,2,233.0,1
1322,2,153.0,1
1323,3,192.0,1
1324,2,132.6,1
1325,2,171.9,1
1326,3,154.0,1
1327,2,172.0,1
1328,2,191.0,1
1329,2,148.25,1
1330,4,164.0,1
1331,4,231.6,1
1332,1,261.4,1
1333,3,199.4,1
1334,2,209.6,1
1335,3,199.4,1
1336,3,150.83,1
1337,6,129.27,1
1338,6,129.27,1
1339,4,133.76,1
1340,1,197.7,1
1341,4,196.0,1
1342,4,164.0,1
1343,3,154.0,1
1344,4,219.33,1
1345,2,200.8,1
1346,2,130.2,1
1347,4,189.67,1
1348,4,186.13,1
1349,3,158.38,1
1350,6,166.0,1
1351,3,149.0,1
1352,5,206.6,1
1353,2,120.6,1
1354,2,112.5,1
1355,2,0.0,1
1356,5,193.0,1
1357,2,96.3,1
1358,2,137.7,1
1359,2,112.0,1
